dataset_index,utt_id,speaker_id,pinyin,syllable_base,tone,speaker_variety,pinyin_variety,pinyin_source,duration_seconds,mean_f0_hz,median_f0_hz,min_f0_hz,max_f0_hz,f0_range_hz,f0_start,f0_25,f0_50,f0_75,f0_end,slope_start_to_mid,slope_mid_to_end,voiced_proportion,slope_start_to_mid_hz_per_s,slope_mid_to_end_hz_per_s,f0_sd_hz,voiced_frames,total_frames,flags
4624,SSB02410414,SSB0241,lai2,lai,2,mainland,mainland,corpus,0.2,119.552,118.911,112.656,123.931,11.2756,115.749,123.214,118.39,117.981,121.546,7.1003,8.28322,0.741935,48.0115,57.3963,3.09915,23,31,
4639,SSB02410424,SSB0241,jiang1,jiang,1,mainland,mainland,corpus,0.22,172.259,170.326,166.468,184.617,18.1489,167.06,180.835,173.368,169.085,169.048,9.16607,-6.2413,0.852941,90.1101,-61.7191,5.24685,29,34,
4674,SSB02410434,SSB0241,he2,he,2,mainland,mainland,corpus,0.34,127.833,127.061,124.116,134.685,10.5681,129.468,124.335,124.82,128.82,131.845,-14.8928,22.3016,0.305085,-109.363,165.275,3.47582,18,59,
4683,SSB02410441,SSB0241,jiang1,jiang,1,mainland,mainland,corpus,0.36,199.544,173.509,133.587,396.894,263.306,177.475,143.307,372.589,173.4,178.94,82.8363,-81.918,0.619048,1258.8,-1249.35,82.1604,39,63,octave_span
4688,SSB02410442,SSB0241,shi4,shi,4,mainland,mainland,corpus,0.18,183.846,183.938,180.86,185.564,4.7038,183.252,183.637,185.036,184.484,182.561,6.09887,-8.47838,0.444444,64.8705,-90.0102,1.38073,12,27,
4694,SSB02410444,SSB0241,jiang1,jiang,1,mainland,mainland,corpus,0.22,139.805,144.665,124.807,147.032,22.2251,132.525,132.014,145.202,146.283,144.792,19.1702,-0.592662,1,153.658,-4.96375,7.56922,34,34,
4701,SSB02410449,SSB0241,wei4,wei,4,mainland,mainland,corpus,0.16,182.744,183.076,176.488,187.187,10.6991,177.379,180.224,184.995,186.675,182.593,15.3211,-4.7622,0.869565,160.324,-50.5565,3.50939,20,23,
4708,SSB02610008,SSB0261,rang4,rang,4,mainland,mainland,corpus,0.18,207.12,217.463,165.286,222.573,57.2871,166.38,198.307,219.466,222.091,217.463,73.7573,-2.443,1,816.715,-30.828,20.2223,27,27,
4710,SSB02610008,SSB0261,zai4,zai,4,mainland,mainland,corpus,0.24,201.947,200.849,179.936,217.307,37.3703,202.169,199.759,196.445,216.12,211.442,-5.23323,13.4066,1,-60.2431,157.862,9.80807,39,39,
4724,SSB02610018,SSB0261,wo3,wo,3,mainland,mainland,corpus,0.2,150.733,152.007,143.912,158.195,14.283,145.957,144.519,152.007,157.273,152.776,9.37568,1.16498,1,80.6717,10.2547,5.05121,31,31,
4726,SSB02610018,SSB0261,dou1,dou,1,mainland,mainland,corpus,0.18,202.442,209.697,176.275,210.583,34.3076,199.312,193.332,209.805,210.551,209.755,13.6647,-0.0629406,1,161.424,-0.762675,9.91462,27,27,
4735,SSB02610023,SSB0261,ni3,ni,3,mainland,mainland,corpus,0.22,169.391,172.065,159.26,175.433,16.1724,160.977,164.52,172.065,173.741,175.179,13.9776,3.76332,1,134.396,37.7405,5.51896,34,34,
4738,SSB02610023,SSB0261,zai4,zai,4,mainland,mainland,corpus,0.22,198.002,199.195,182.854,207.535,24.6817,205.724,197.378,186.527,206.403,202.405,-20.5555,17.1427,1,-232.681,192.454,7.91595,34,34,
4741,SSB02610026,SSB0261,ni3,ni,3,mainland,mainland,corpus,0.44,162.74,156.654,125.552,203.22,77.6683,202.505,169.951,143.494,128.57,141.149,-30.5826,-1.46265,0.772152,-302.621,-12.0239,25.2937,61,79,
4746,SSB02610027,SSB0261,yao4,yao,4,mainland,mainland,corpus,0.46,193.928,196.319,176.096,205.452,29.3567,204.131,183.034,188.77,185.232,199.911,-6.60686,4.84248,0.60241,-74.9327,54.3446,8.72426,50,83,
4756,SSB02610041,SSB0261,dan4,dan,4,mainland,mainland,corpus,0.2,217.422,221.381,192.01,225.36,33.3504,221.711,221.623,225.058,215.166,196.448,3.8436,-34.8721,0.903226,49.5939,-423.866,9.8337,28,31,
4767,SSB02610051,SSB0261,zuo4,zuo,4,mainland,mainland,corpus,0.34,212.75,206.857,196.302,242.415,46.1128,207.133,205.622,206.122,208.727,234.688,-0.584251,15.4962,1,-6.97319,197.008,14.2079,59,59,
4783,SSB02610059,SSB0261,cong2,cong,2,mainland,mainland,corpus,0.18,180.047,177.535,173.73,193.302,19.5716,173.995,174.176,177.535,185.102,191.288,9.29766,34.4465,0.592593,94.3919,366.755,6.72404,16,27,
4805,SSB02610070,SSB0261,qu4,qu,4,mainland,mainland,corpus,0.58,175.892,173.248,150.314,218.27,67.9564,162.108,173.619,171.085,217.289,217.289,3.55469,15.7669,0.358491,34.1984,176.015,17.5161,38,106,
4839,SSB02610098,SSB0261,wu2,wu,2,mainland,mainland,corpus,0.2,153.201,151.71,135.398,173.148,37.75,135.987,142.334,151.71,164.274,171.856,25.2559,28.7823,1,209.642,268.621,12.8226,31,31,
4841,SSB02610099,SSB0261,wo2,wo,2,mainland,mainland,corpus,0.18,142.342,138.978,135.125,156.881,21.7561,135.852,137.716,138.978,147.092,155.009,6.85075,32.8675,0.888889,54.3748,278.791,6.57961,24,27,
4856,SSB02610124,SSB0261,jun1,jun,1,mainland,mainland,corpus,1.04,192.485,188.962,171.423,214.568,43.1445,174.844,176.097,194.33,208.704,213.293,3.69549,3.25634,0.286432,39.3654,38.3079,17.3608,57,199,low_voicing
4877,SSB02610144,SSB0261,zuo4,zuo,4,mainland,mainland,corpus,0.3,192.926,194.064,162.743,220.701,57.9573,217.124,180.162,163.877,216.973,213.631,-38.9671,36.7204,1,-425.978,398.028,22.3934,51,51,
4882,SSB02610153,SSB0261,dui4,dui,4,mainland,mainland,corpus,0.18,190.373,191.108,176.276,196.947,20.6711,186.087,191.057,196.605,192.526,179.363,16.5542,-27.6357,0.888889,182.92,-299.868,5.9065,24,27,
4896,SSB02610161,SSB0261,ni3,ni,3,mainland,mainland,corpus,0.2,155.283,154.082,151.094,180.221,29.1267,167.134,152.068,154.645,154.422,151.895,-18.5446,-4.28491,0.967742,-172.255,-37.9343,6.11542,30,31,
4900,SSB02610164,SSB0261,you4,you,4,mainland,mainland,corpus,0.2,200.685,208.354,173.434,213.343,39.9091,174.224,187.269,212.479,212.967,208.354,50.9113,-5.02896,0.903226,566.74,-61.1207,14.8864,28,31,
4909,SSB02610169,SSB0261,jiang1,jiang,1,mainland,mainland,corpus,0.2,196.247,198.871,185.798,203.236,17.4376,186.131,189.279,198.871,201.896,203.16,18.3396,5.90969,0.83871,203.849,68.6155,6.58378,26,31,
4921,SSB02610178,SSB0261,wo3,wo,3,mainland,mainland,corpus,0.2,155.284,154.657,151.75,159.82,8.07064,151.945,152.738,155.659,159.544,155.533,5.57494,-0.187319,1,49.5251,-1.68354,2.91507,31,31,
4923,SSB02610178,SSB0261,ni3,ni,3,mainland,mainland,corpus,0.3,191.956,195.15,131.113,252.013,120.9,247.955,229.213,196.458,150.05,133.981,-32.2424,-53.0103,1,-411.978,-499.815,41.1644,51,51,
4931,SSB02610183,SSB0261,jiang1,jiang,1,mainland,mainland,corpus,0.18,204.079,204.483,192.133,212.929,20.7962,194.614,201.632,204.483,208.3,211.591,18.0286,12.4543,0.740741,207.763,149.645,5.70388,20,27,
4934,SSB02610183,SSB0261,yi3,yi,3,mainland,mainland,corpus,0.68,147.556,133.305,125.399,182.933,57.5345,127.411,133.245,133.305,164.084,179.205,2.48519,16.2622,0.322835,18.7097,145.715,22.0473,41,127,
4942,SSB02610187,SSB0261,jiu4,jiu,4,mainland,mainland,corpus,0.14,215.328,216.321,209.339,217.24,7.90124,216.71,216.951,216.919,214.331,212.738,0.608681,-12.2526,0.631579,7.62294,-152.037,2.49778,12,19,
4959,SSB02610199,SSB0261,yao4,yao,4,mainland,mainland,corpus,0.18,186.248,199.235,140.176,215,74.8238,141.32,158.5,199.235,214.444,212.153,91.4777,16.7318,1,890.999,198.731,28.617,27,27,
4967,SSB02610203,SSB0261,shu4,shu,4,mainland,mainland,corpus,0.14,262.166,261.605,254.179,268.245,14.0659,259.383,260.624,261.332,264.963,266.459,5.18256,13.4544,0.578947,77.9393,205.081,4.0816,11,19,
4971,SSB02610204,SSB0261,wo2,wo,2,mainland,mainland,corpus,0.28,172.838,172.357,140.765,212.148,71.3828,141.056,150.397,172.357,192.906,210.99,31.5415,31.8296,0.957447,284.554,351.205,24.2528,45,47,
4992,SSB02610229,SSB0261,hai2,hai,2,mainland,mainland,corpus,0.28,196.427,192.15,170.094,217.26,47.1658,215.649,214.704,180.132,186.529,188.541,-27.092,6.86918,1,-308.845,73.1282,15.575,47,47,
5014,SSB02610239,SSB0261,jiang1,jiang,1,mainland,mainland,corpus,0.16,182.794,189.236,157.208,196.199,38.9905,174.635,159.428,189.236,194.536,195.628,25.2752,10.4571,1,265.474,116.224,14.0037,23,23,
5027,SSB02610251,SSB0261,zai4,zai,4,mainland,mainland,corpus,0.28,167.731,166.338,141.516,200.652,59.1358,195.096,160.271,144.067,180.451,186.345,-45.6466,38.7384,1,-443.733,367.642,21.0988,47,47,
5044,SSB02610264,SSB0261,jiu4,jiu,4,mainland,mainland,corpus,0.3,186.024,183.809,156.087,226.264,70.1769,215.304,185.094,169.483,165.796,225.404,-33.1429,39.4917,1,-366.572,447.366,22.4297,51,51,
5065,SSB02610278,SSB0261,qu4,qu,4,mainland,mainland,corpus,0.32,162.996,110.845,103.879,478.119,374.24,115.579,105.897,104.846,477.855,179.384,-12.4986,68.8694,0.709091,-79.505,552.135,112.11,39,55,octave_span
5073,SSB02610280,SSB0261,yu2,yu,2,mainland,mainland,corpus,0.46,147.44,156.715,60.5318,196.699,136.167,185.211,60.6569,127.311,128.386,167.702,-34.6125,25.4428,0.361446,-308.804,215.419,40.9006,30,83,octave_span
5105,SSB02610320,SSB0261,hen3,hen,3,mainland,mainland,corpus,0.3,179.742,178.996,147.61,214.164,66.5541,212.034,192.777,175.949,152.012,151.44,-25.8372,-20.7763,0.705882,-288.68,-196.08,23.2328,36,51,
5107,SSB02610326,SSB0261,chuan1,chuan,1,mainland,mainland,corpus,0.22,227.339,227.606,222.776,229.971,7.19493,223.988,226.462,229.137,227.394,228.744,8.28386,-0.626326,0.588235,108.404,-8.2826,2.0473,20,34,
5115,SSB02610327,SSB0261,jiu4,jiu,4,mainland,mainland,corpus,0.44,126.291,61.7278,60.1417,238.762,178.62,61.7668,60.5848,60.4044,224.134,232.688,-1.98014,119.734,0.392405,-6.98651,883.506,83.4563,31,79,octave_span
5118,SSB02610328,SSB0261,ni3,ni,3,mainland,mainland,corpus,0.18,159.749,159.879,157.666,161.066,3.3994,159.527,160.385,160.86,159.102,157.926,2.21733,-4.90374,1,20.5171,-45.147,1.13714,27,27,
5129,SSB02610337,SSB0261,ta1,ta,1,mainland,mainland,corpus,0.34,175.677,175.337,140.016,215.959,75.9425,199.421,167.41,141.712,173.196,208.807,-40.7881,46.2796,0.847458,-397.994,462.728,22.9219,50,59,
5132,SSB02610340,SSB0261,ye3,ye,3,mainland,mainland,corpus,0.34,181.38,182.396,145.449,209.917,64.4684,209.499,200.879,182.396,159.613,145.911,-16.5406,-26.6471,1,-186.914,-251.622,22.1545,59,59,
5139,SSB02610353,SSB0261,shui2,shui,2,mainland,mainland,corpus,0.28,183.791,176.166,165.301,222.35,57.0496,214.51,184.673,170.204,170.188,166.627,-34.8288,-3.19777,0.680851,-385.265,-31.1069,17.9167,32,47,
5146,SSB02610369,SSB0261,yao4,yao,4,mainland,mainland,corpus,0.2,217.783,217.036,195.887,237.934,42.047,198.178,206.031,225.551,234.143,217.618,29.865,-8.26442,1,364.971,-105.767,13.338,31,31,
5164,SSB02610390,SSB0261,ni3,ni,3,mainland,mainland,corpus,0.2,152.953,156.31,140.59,159.209,18.6192,141.833,146.053,156.31,159.11,158.301,22.434,2.92259,1,193.021,26.5553,6.71679,31,31,
5168,SSB02610390,SSB0261,da4,da,4,mainland,mainland,corpus,0.24,184.079,184.144,177.213,189.116,11.903,188.828,188.167,184.144,180.702,179.497,-15.8105,-16.094,0.307692,-170.299,-169.016,4.17715,12,39,
5171,SSB02610390,SSB0261,tai4,tai,4,mainland,mainland,corpus,0.28,206.309,224.863,132.027,229.942,97.9151,133.306,133.306,229.756,229.756,207.664,81.9504,-15.2197,0.361702,838.695,-192.11,36.1429,17,47,
5181,SSB02610406,SSB0261,er2,er,2,mainland,mainland,corpus,0.16,151.196,149.073,141.368,165.048,23.6798,142.548,143.307,149.073,159.26,163.834,19.3718,40.8639,0.73913,163.128,369.017,8.33686,17,23,
5186,SSB02610410,SSB0261,dan4,dan,4,mainland,mainland,corpus,0.18,216.478,222.031,190.633,225.954,35.3209,225.43,225.777,222.031,209.234,195.809,-4.57475,-37.8398,0.888889,-59.1192,-456.038,11.4021,24,27,
5188,SSB02610410,SSB0261,ni3,ni,3,mainland,mainland,corpus,0.22,144.09,138.531,123.618,181.936,58.3171,178.123,160.402,138.531,125.907,123.662,-52.7509,-23.8262,1,-479.9,-180.229,19.3404,34,34,
5194,SSB02610413,SSB0261,wo2,wo,2,mainland,mainland,corpus,0.16,144.284,142.477,139.596,155.104,15.5088,141.995,140.036,142.418,145.312,153.181,0.935101,22.9322,1,7.68108,195.691,4.45072,23,23,
5201,SSB02610420,SSB0261,shi4,shi,4,mainland,mainland,corpus,0.18,200.3,202.228,189.586,207.216,17.6304,206.402,205.717,201.044,195.407,191.973,-18.215,-31.972,0.407407,-214.333,-362.842,6.29685,11,27,
5211,SSB02610426,SSB0261,shi2,shi,2,mainland,mainland,corpus,0.28,227.079,243.289,149.827,271.936,122.108,268.418,256.067,232.222,149.877,150.34,-21.8066,-65.4547,0.553191,-314.752,-712.015,49.6458,26,47,
5218,SSB02610431,SSB0261,zai4,zai,4,mainland,mainland,corpus,0.2,210.229,207.231,197.265,224.791,27.5258,207.198,203.575,222.59,215.474,201.79,16.5401,-22.645,1,205.221,-277.327,7.80803,31,31,
5250,SSB02610462,SSB0261,shi4,shi,4,mainland,mainland,corpus,0.16,165.989,167.761,155.078,172.919,17.8409,172.77,170.808,166.305,162.779,158.054,-33.0128,-44.0483,0.391304,-323.251,-412.55,6.73986,9,23,
5252,SSB02610465,SSB0261,wo3,wo,3,mainland,mainland,corpus,0.18,144.179,143.649,141.706,146.924,5.2181,142.202,142.979,145.95,146.061,142.464,6.92924,-6.43804,1,57.6629,-53.6245,1.74892,27,27,
5260,SSB02610470,SSB0261,ni3,ni,3,mainland,mainland,corpus,0.18,173.379,175.532,164.073,180.329,16.2568,164.629,167.541,175.532,178.245,180.072,17.0803,6.80203,1,167.743,69.8548,5.92622,27,27,
5275,SSB02610482,SSB0261,wo2,wo,2,mainland,mainland,corpus,0.16,159.813,153.843,145.34,187.267,41.9274,145.948,147.768,153.843,171.763,183.351,16.5821,55.2333,1,143.539,536.515,13.9665,23,23,
5278,SSB02610486,SSB0261,lai2,lai,2,mainland,mainland,corpus,0.18,139.424,136.717,128.3,155.794,27.4938,133.113,133.32,136.717,143.962,154.04,7.11456,31.7743,1,55.4405,266.505,7.35778,27,27,
5286,SSB02610496,SSB0261,wo3,wo,3,mainland,mainland,corpus,0.18,152.207,152.175,146.951,163.364,16.4132,160.221,149.525,147.412,154.154,152.497,-22.194,9.0331,1,-197.075,78.2345,4.38698,27,27,
5305,SSB02670005,SSB0267,ye3,ye,3,mainland,mainland,corpus,0.16,205.362,201.854,189.523,234.385,44.8621,223.799,213.697,201.854,196.423,190.493,-32.4861,-18.2346,1,-399.009,-206.566,12.0475,23,23,
5313,SSB02670014,SSB0267,ye3,ye,3,mainland,mainland,corpus,0.18,207.837,203.81,183.516,250.145,66.6291,246.835,216.288,203.81,189.659,184.268,-51.0141,-26.8457,1,-661.933,-300.636,21.2377,27,27,
5318,SSB02670018,SSB0267,ta1,ta,1,mainland,mainland,corpus,0.16,208.307,213.307,192.482,223.766,31.2839,195.62,192.482,223.766,223.766,216.132,42.3133,-10.9256,0.304348,511.742,-138.792,13.12,7,23,
5329,SSB02670032,SSB0267,ni3,ni,3,mainland,mainland,corpus,0.3,215.027,217.244,187.22,248.274,61.0536,242.579,225.243,217.484,201.445,189.689,-15.1244,-18.9377,1,-200.76,-222.354,16.3795,51,51,
5362,SSB02670075,SSB0267,ni3,ni,3,mainland,mainland,corpus,0.2,196.029,189.594,183.671,237.492,53.8214,228.641,200.95,189.594,186.432,183.83,-43.227,-7.12603,1,-520.622,-76.8475,14.6078,31,31,
5395,SSB02670106,SSB0267,zai4,zai,4,mainland,mainland,corpus,0.24,190.099,217.818,73.8483,241.551,167.702,73.9553,73.9306,239.916,229.924,211.771,214.46,-22.7406,0.461538,1746.96,-296.272,64.5256,18,39,octave_span
5403,SSB02670114,SSB0267,bie2,bie,2,mainland,mainland,corpus,0.14,234.173,232.99,227.9,244.348,16.4476,228.532,228.94,230.121,236.775,240.53,5.32924,34.0413,0.526316,70.593,462.645,6.09105,10,19,
5406,SSB02670114,SSB0267,zai4,zai,4,mainland,mainland,corpus,0.26,212.331,210.662,190.066,254.334,64.268,191.105,190.913,212.125,246.701,222.321,17.2053,7.74009,1,200.188,97.0993,20.5934,43,43,
5422,SSB02670124,SSB0267,wo3,wo,3,mainland,mainland,corpus,0.16,208.208,208.351,205.717,209.502,3.78517,207.414,207.912,209.137,208.518,207.942,4.77313,-3.30534,0.565217,57.4226,-39.8151,1.04583,13,23,
5431,SSB00110162,SSB0011,zai4,zai,4,mainland,mainland,corpus,0.14,304.168,302.39,293.838,320.011,26.1726,313.262,308.101,302.39,297.762,296.675,-34.9415,-18.8757,0.421053,-621.221,-326.572,9.12592,8,19,
5435,SSB00110162,SSB0011,shi4,shi,4,mainland,mainland,corpus,0.4,213.727,208.121,201.111,277.126,76.015,207.955,201.837,210.847,208.619,264.462,1.36597,22.4136,0.71831,16.5218,306.372,19.2905,51,71,
5448,SSB00110172,SSB0011,zai4,zai,4,mainland,mainland,corpus,0.18,279.729,281.937,252.644,301.693,49.0489,297.158,290.421,282.91,269.595,257.529,-18.9029,-36.1619,0.703704,-316.616,-564.018,14.1465,19,27,
5459,SSB00110176,SSB0011,ge1,ge,1,mainland,mainland,corpus,0.3,227.841,240.932,175.476,266.638,91.1619,186.104,182.505,240.18,266.028,263.707,35.3286,12.9428,0.882353,432.608,188.217,38.1381,45,51,
5461,SSB00110184,SSB0011,dui4,dui,4,mainland,mainland,corpus,0.14,309.753,311.153,295.442,326.172,30.7299,316.313,313.237,311.153,305.043,300.384,-9.49179,-20.3248,0.684211,-172.005,-358.937,8.15885,13,19,
5483,SSB00110237,SSB0011,shi4,shi,4,mainland,mainland,corpus,0.2,281.748,284.296,270.357,286.112,15.7545,285.314,285.109,284.873,281.66,277.846,-1.33884,-21.6191,0.290323,-22.0475,-351.334,5.43502,9,31,low_voicing
5485,SSB00110237,SSB0011,zai4,zai,4,mainland,mainland,corpus,0.26,216.272,253.707,62.409,287.986,225.577,63.0939,63.4141,286.73,270.151,246.5,249.614,-24.9266,0.581395,2129.87,-383.147,88.8697,25,43,octave_span
5489,SSB02670130,SSB0267,shi4,shi,4,mainland,mainland,corpus,0.18,288.823,419.469,122.962,421.874,298.912,419.821,419.606,419.606,125.726,123.998,-0.186545,-444.306,0.333333,-4.52252,-6223.31,155.797,9,27,octave_span
5492,SSB02670130,SSB0267,zui4,zui,4,mainland,mainland,corpus,0.22,182.474,135.947,93.6513,265.891,172.239,93.9579,262.68,262.405,135.496,134.734,215.521,-139.881,0.617647,2041.78,-1547.53,80.3789,21,34,octave_span
5506,SSB02670144,SSB0267,ge1,ge,1,mainland,mainland,corpus,0.18,176.971,186.271,93.8077,189.879,96.0713,94.3475,189.083,186.087,185.889,188.418,180.909,3.31549,0.703704,1411.38,35.8604,29.1649,19,27,octave_span
5513,SSB02670154,SSB0267,wo3,wo,3,mainland,mainland,corpus,0.16,200.682,187.216,181.579,260.584,79.0046,260.515,191.721,188.896,183.433,181.596,-101.187,-12.4056,0.869565,-1302.16,-132.726,30.8505,20,23,
5517,SSB02670158,SSB0267,zhao3,zhao,3,mainland,mainland,corpus,0.18,233.396,275.137,165.302,281.258,115.956,275.662,281.096,281.153,172.719,165.531,5.25249,-141.093,0.62963,84.4648,-1778.8,55.7286,17,27,
5520,SSB02670159,SSB0267,na4,na,4,mainland,mainland,corpus,0.16,260.831,262.588,246.793,279.219,32.4255,272.685,264.838,262.82,253.569,248.07,-13.4311,-21.0501,0.869565,-207.702,-310.51,8.75325,20,23,
5522,SSB02670159,SSB0267,jiu4,jiu,4,mainland,mainland,corpus,0.22,226.873,222.921,210.158,266.032,55.8737,221.354,213.327,220.515,249.409,232.762,-0.797496,11.343,1,-10.1774,148.456,13.371,34,34,
5533,SSB02670175,SSB0267,dui4,dui,4,mainland,mainland,corpus,0.16,261.016,260.166,244.666,290.439,45.7729,276.492,264.386,259.086,252.266,246.522,-32.1629,-24.5882,0.652174,-497.325,-358.976,12.8835,15,23,
5544,SSB02670181,SSB0267,ge1,ge,1,mainland,mainland,corpus,0.2,182.451,192.537,89.0159,193.886,104.87,89.0619,192.871,192.835,190.98,193.258,178.317,0.506547,0.677419,1383.63,5.6484,31.0623,21,31,octave_span
5551,SSB02670192,SSB0267,shi4,shi,4,mainland,mainland,corpus,0.3,211.248,207.407,195.176,239.187,44.0108,236.337,222.513,207.663,200.336,196.684,-25.5907,-10.7477,0.705882,-327.698,-125.481,13.7029,36,51,
5554,SSB02670193,SSB0267,rang4,rang,4,mainland,mainland,corpus,0.18,229.008,232.757,211.025,246.646,35.6212,240.02,238.017,232.757,218.773,211.902,-8.18361,-25.0022,1,-111.733,-320.85,10.9567,27,27,
5562,SSB02670195,SSB0267,zai4,zai,4,mainland,mainland,corpus,0.18,229.826,225.806,220.533,245.678,25.1451,225.335,224.334,245.678,237.627,222.605,23.0213,-26.2674,0.703704,312.974,-354.967,8.11909,19,27,
5576,SSB02670206,SSB0267,geng4,geng,4,mainland,mainland,corpus,0.16,295.021,291.342,280.663,327.232,46.5683,310.384,297.393,291.342,287.33,282.362,-33.7245,-16.6778,0.608696,-585.887,-276.316,13.0957,14,23,
5578,SSB02670206,SSB0267,shi4,shi,4,mainland,mainland,corpus,0.36,97.8456,97.3009,92.8978,103.362,10.4645,102.157,99.7902,97.3009,95.1404,93.0582,-8.87463,-8.12457,0.619048,-51.1127,-44.6597,2.94399,39,63,
5579,SSB02670206,SSB0267,zai4,zai,4,mainland,mainland,corpus,0.2,228.394,229.285,214.825,240.77,25.9446,222.566,231.466,231.004,233.281,218.79,8.58905,-12.539,0.83871,112.5,-162.849,6.22984,26,31,
5583,SSB02670206,SSB0267,he2,he,2,mainland,mainland,corpus,0.14,208.792,208.579,201.746,217.631,15.8849,216.801,210.937,208.579,204.683,202.711,-14.8751,-10.9784,0.789474,-182.724,-130.398,5.65748,15,19,
5585,SSB02670213,SSB0267,ba3,ba,3,mainland,mainland,corpus,0.16,200.431,197.443,190.961,220.593,29.6325,212.401,205.685,195.813,192.129,192.208,-46.9237,-10.7255,0.565217,-552.911,-120.192,9.82986,13,23,
5602,SSB02670242,SSB0267,zher4,zher,4,mainland,mainland,corpus,0.36,218.236,211.077,196.71,250.301,53.5905,204.936,208.487,248.222,231.28,205.081,35.8646,-35.7325,0.492063,467.955,-466.391,17.2148,31,63,
5609,SSB02670259,SSB0267,shuo1,shuo,1,mainland,mainland,corpus,0.22,225.98,225.151,208.815,248.279,39.4639,210.336,209.015,225.732,243.726,240.538,14.8244,13.3317,0.529412,186.622,179.47,17.0446,18,34,
5612,SSB02670265,SSB0267,gan4,gan,4,mainland,mainland,corpus,0.36,233.623,234.968,205.666,269.233,63.5676,247.76,222.282,209.819,255.254,239.859,-18.5652,14.9451,1,-244.783,193.806,17.908,63,63,
5614,SSB02670282,SSB0267,qu4,qu,4,mainland,mainland,corpus,0.2,268.274,267.695,246.265,284.588,38.3226,284.297,281.553,267.695,261.126,256.761,-69.4457,-48.1335,0.225806,-1106.78,-728.966,15.7436,7,31,low_voicing
5640,SSB02670313,SSB0267,ni3,ni,3,mainland,mainland,corpus,0.16,212.823,211.706,194.885,253.865,58.9805,245.53,215.448,211.706,199.219,195.737,-46.6546,-24.687,1,-614.972,-290.353,16.622,23,23,
5648,SSB02670321,SSB0267,ba3,ba,3,mainland,mainland,corpus,0.14,191.604,190.631,189.96,194.834,4.87466,194.352,192.304,190.549,190.549,190.483,-10.5272,-0.184236,0.736842,-117.021,-2.02745,1.73936,14,19,
5689,SSB02670350,SSB0267,you2,you,2,mainland,mainland,corpus,0.14,193.9,192.836,190.753,201.912,11.1591,192.713,193.038,191.385,193.694,199.653,-2.66129,16.2712,1,-29.5221,183.734,3.25396,19,19,
5710,SSB02670380,SSB0267,wo3,wo,3,mainland,mainland,corpus,0.16,204.978,204.238,196.42,212.927,16.5071,210.396,208.898,203.174,203.445,197.504,-12.7306,-10.3163,0.869565,-152.043,-119.373,4.37822,20,23,
5717,SSB02670383,SSB0267,dou1,dou,1,mainland,mainland,corpus,0.22,97.7355,90.1282,61.0874,126.987,65.9,90.9405,61.5058,81.0024,122.364,126.629,-24.2847,93.7556,0.823529,-120.461,553.048,23.5343,28,34,octave_span
5720,SSB02670383,SSB0267,qu4,qu,4,mainland,mainland,corpus,0.16,176.254,176.252,176.054,176.514,0.459725,176.27,176.255,176.252,176.248,176.167,-0.143495,-0.665335,0.26087,-1.46095,-6.77195,0.15232,6,23,low_voicing
5723,SSB02670385,SSB0267,shi4,shi,4,mainland,mainland,corpus,0.22,191.114,213.201,114.542,221.582,107.04,212.107,221.455,221.455,117.522,116.194,9.05047,-135.342,0.352941,113.31,-1275.89,45.4049,12,34,
5727,SSB02670385,SSB0267,ba3,ba,3,mainland,mainland,corpus,0.28,218.609,221.094,200.122,229.219,29.0966,219.836,222.518,226.373,216.376,201.236,5.07261,-20.378,0.87234,65.3662,-251.374,8.07077,41,47,
5733,SSB02670389,SSB0267,ge1,ge,1,mainland,mainland,corpus,0.16,193.295,192.856,191.041,195.475,4.43374,195.334,195.073,192.428,191.933,192.828,-5.46392,0.758176,0.869565,-61.1893,8.43593,1.49254,20,23,
5740,SSB02670397,SSB0267,zhe4,zhe,4,mainland,mainland,corpus,0.16,125.838,125.897,122.483,128.688,6.20463,127.909,126.737,125.891,124.665,123.409,-9.17402,-11.4928,0.565217,-67.2445,-82.7463,1.78248,13,23,
5751,SSB02670412,SSB0267,wo3,wo,3,mainland,mainland,corpus,0.14,211.152,203.492,195.211,248.431,53.2204,248.194,217.065,202.646,196.942,195.26,-100.289,-18.3651,0.789474,-1301.38,-211.027,19.1462,15,19,
5761,SSB02670425,SSB0267,zhe4,zhe,4,mainland,mainland,corpus,0.26,220.456,225.938,193.211,239.406,46.1948,198.375,193.211,238.565,238.565,225.938,30.4178,-8.96645,0.302326,382.767,-120.259,16.8165,13,43,
5767,SSB02670432,SSB0267,wo2,wo,2,mainland,mainland,corpus,0.24,243.779,248.011,214.265,267.434,53.1687,228.241,224.305,246.55,258.91,257.745,16.1919,9.31887,0.871795,221.921,135.703,16.4629,34,39,
5790,SSB02670449,SSB0267,huo4,huo,4,mainland,mainland,corpus,0.24,209.106,196.916,174.906,249.107,74.2005,175.947,196.349,193.813,242.349,227.494,17.6242,29.199,0.615385,188.064,354.529,26.1597,24,39,
5796,SSB02670471,SSB0267,cong2,cong,2,mainland,mainland,corpus,0.2,220.188,217.481,209.592,254.057,44.4647,219.438,213.243,218.993,249.114,210.118,-0.468724,-9.5498,0.516129,-5.93517,-118.336,12.9286,16,31,
