Question ID,Word Key,Source Type,Chapter,Section,Item,Traditional Chinese,Pinyin,POS,English Meaning,Round,Question Type,Input Mode,Prompt,Option A,Option B,Option C,Option D,Correct Option,Correct Answer,Accepted Answers
Q0440,C7-7-3-I1-W147,Vocabulary,7,7-3,1,線,xiàn,N,line,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「線」 (tone marks or tone numbers are accepted).,,,,,,xiàn,xiàn | xian4
Q0441,C7-7-3-I1-W147,Vocabulary,7,7-3,1,線,xiàn,N,line,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 我家附近有兩條捷運____。,藍色,車站,線,飛機場,C,線,線
Q0442,C7-7-3-I2-W148,Vocabulary,7,7-3,2,藍,lán,Vs,blue,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「藍」.,near,comfortable,far,blue,D,blue,
Q0443,C7-7-3-I2-W148,Vocabulary,7,7-3,2,藍,lán,Vs,blue,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「藍」 (tone marks or tone numbers are accepted).,,,,,,lán,lán | lan2
Q0444,C7-7-3-I2-W148,Vocabulary,7,7-3,2,藍,lán,Vs,blue,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 我喜歡____色。,遠,近,藍,方便,C,藍,藍
Q0445,C7-7-3-I2-W149,Vocabulary,7,7-3,2,藍色,lánsè,N,blue color,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「藍色」.,airplane; aircraft,blue color,Korea,map,B,blue color,
Q0446,C7-7-3-I2-W149,Vocabulary,7,7-3,2,藍色,lánsè,N,blue color,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「藍色」 (tone marks or tone numbers are accepted).,,,,,,lánsè,lánsè | lan2se4 | lan2 se4
Q0447,C7-7-3-I2-W149,Vocabulary,7,7-3,2,藍色,lánsè,N,blue color,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 我喜歡____。,飛機場,飛機,藍色,站,C,藍色,藍色
Q0448,C7-7-3-I3-W150,Vocabulary,7,7-3,3,機場/飛機場,jīchǎng/fēijīchǎng,N,airport,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「機場/飛機場」.,airplane; aircraft,letter,airport,post office,C,airport,
Q0449,C7-7-3-I3-W150,Vocabulary,7,7-3,3,機場/飛機場,jīchǎng/fēijīchǎng,N,airport,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「機場/飛機場」 (tone marks or tone numbers are accepted).,,,,,,jīchǎng/fēijīchǎng,fēijīchǎng | fei1ji1chang3 | fei1 ji1 chang3 | jīchǎng/fēijīchǎng | ji1chang3/fei1ji1chang3 | ji1 chang3 | ji1 chang3/fei1 ji1 chang3 | jīchǎng | ji1chang3
Q0450,C7-7-3-I3-W150,Vocabulary,7,7-3,3,機場/飛機場,jīchǎng/fēijīchǎng,N,airport,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 我明天早上九點要到____。,機場,站,線,車站,A,機場,飛機場 | 機場
Q0451,C7-7-3-I4-W151,Vocabulary,7,7-3,4,開車,kāichē,V-sep,to drive a car,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「開車」.,to walk (on foot),to get on a bus; to get in a car,to drive a car,to get off a bus; to get out of a car,C,to drive a car,
Q0452,C7-7-3-I4-W151,Vocabulary,7,7-3,4,開車,kāichē,V-sep,to drive a car,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「開車」 (tone marks or tone numbers are accepted).,,,,,,kāichē,kāichē | kai1che1 | kai1 che1
Q0453,C7-7-3-I4-W151,Vocabulary,7,7-3,4,開車,kāichē,V-sep,to drive a car,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 那位司機____開得很好。,上車,開車,走路,下車,B,開車,開車
Q0454,C7-7-3-I4-W152,Vocabulary,7,7-3,4,司機,sījī,N,driver,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「司機」.,train,hotel,envelope,driver,D,driver,
Q0455,C7-7-3-I4-W152,Vocabulary,7,7-3,4,司機,sījī,N,driver,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「司機」 (tone marks or tone numbers are accepted).,,,,,,sījī,sījī | si1ji1 | si1 ji1
Q0456,C7-7-3-I4-W152,Vocabulary,7,7-3,4,司機,sījī,N,driver,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 那位____開車開得很好。,飛機場,站,藍色,司機,D,司機,司機
Q0457,C7-7-3-I4-W153,Vocabulary,7,7-3,4,車站,chēzhàn,N,bus (or rail) station,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「車站」.,taxi,map,market,bus (or rail) station,D,bus (or rail) station,
Q0458,C7-7-3-I4-W153,Vocabulary,7,7-3,4,車站,chēzhàn,N,bus (or rail) station,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「車站」 (tone marks or tone numbers are accepted).,,,,,,chēzhàn,chēzhàn | che1zhan4 | che1 zhan4
Q0459,C7-7-3-I4-W153,Vocabulary,7,7-3,4,車站,chēzhàn,N,bus (or rail) station,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 在這個大____，坐公車、捷運、火車都很方便。,司機,站,車站,飛機場,C,車站,車站
Q0460,C7-7-3-I4-W154,Vocabulary,7,7-3,4,站,zhàn,N,station,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「站」.,bus,envelope,station,letter,C,station,
Q0461,C7-7-3-I4-W154,Vocabulary,7,7-3,4,站,zhàn,N,station,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「站」 (tone marks or tone numbers are accepted).,,,,,,zhàn,zhàn | zhan4
Q0462,C7-7-3-I4-W154,Vocabulary,7,7-3,4,站,zhàn,N,station,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 你家附近有捷運____嗎？,車站,飛機,司機,站,D,站,站
Q0463,C7-7-3-I5-W155,Vocabulary,7,7-3,5,飛機,fēijī,N,airplane; aircraft,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「飛機」.,place,airplane; aircraft,bus (or rail) station,letter,B,airplane; aircraft,
Q0464,C7-7-3-I5-W155,Vocabulary,7,7-3,5,飛機,fēijī,N,airplane; aircraft,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「飛機」 (tone marks or tone numbers are accepted).,,,,,,fēijī,fēijī | fei1ji1 | fei1 ji1
Q0465,C7-7-3-I5-W155,Vocabulary,7,7-3,5,飛機,fēijī,N,airplane; aircraft,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 我要坐____到英國去。,飛機場,藍色,司機,飛機,D,飛機,飛機
Q0466,C7-7-3-I5-W156,Vocabulary,7,7-3,5,架,jià,M,measure word for airplanes,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「架」.,to get on a bus; to get in a car,measure word for letters,measure word for airplanes,"measure word for roads, fish, river, etc.",C,measure word for airplanes,
Q0467,C7-7-3-I5-W156,Vocabulary,7,7-3,5,架,jià,M,measure word for airplanes,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「架」 (tone marks or tone numbers are accepted).,,,,,,jià,jià | jia4
Q0468,C7-7-3-I5-W156,Vocabulary,7,7-3,5,架,jià,M,measure word for airplanes,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 那裡有一____飛機。,架,地方,封,條,A,架,架
Q0469,C7-7-3-I5-W157,Vocabulary,7,7-3,5,飛,fēi,Vi,to fly,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「飛」.,taxi,to fly,to walk (on foot),hotel,B,to fly,
Q0470,C7-7-3-I5-W157,Vocabulary,7,7-3,5,飛,fēi,Vi,to fly,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「飛」 (tone marks or tone numbers are accepted).,,,,,,fēi,fēi | fei1
Q0471,C7-7-3-I5-W157,Vocabulary,7,7-3,5,飛,fēi,Vi,to fly,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 這隻小鳥會____嗎？,飛,走,近,馬路,A,飛,飛
Q0472,C7-7-3-I5-W158,Vocabulary,7,7-3,5,起飛,qǐfēi,Vp,to take off (an airplane),Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「起飛」.,driver,to take off (an airplane),far,near,B,to take off (an airplane),
Q0473,C7-7-3-I5-W158,Vocabulary,7,7-3,5,起飛,qǐfēi,Vp,to take off (an airplane),Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「起飛」 (tone marks or tone numbers are accepted).,,,,,,qǐfēi,qǐfēi | qi3fei1 | qi3 fei1
Q0474,C7-7-3-I5-W158,Vocabulary,7,7-3,5,起飛,qǐfēi,Vp,to take off (an airplane),Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 你看，飛機____了！,信封,起飛,找,上車,B,起飛,起飛
Q0475,C8-8-1-I1-W159,Vocabulary,8,8-1,1,裙子,qúnzi,N,skirt,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「裙子」.,skirt,girl,this year,yellow color,A,skirt,
Q0476,C8-8-1-I1-W159,Vocabulary,8,8-1,1,裙子,qúnzi,N,skirt,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「裙子」 (tone marks or tone numbers are accepted).,,,,,,qúnzi,qúnzi | qun2zi | qun2 zi
Q0477,C8-8-1-I1-W159,Vocabulary,8,8-1,1,裙子,qúnzi,N,skirt,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 我不太喜歡這條____的顏色。,今年,去年,裙子,明年,C,裙子,裙子
Q0478,C8-8-1-I2-W160,Vocabulary,8,8-1,2,去年,qùnián,N,last year,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「去年」.,last year,brand,time,wallet; purse,A,last year,
Q0479,C8-8-1-I2-W160,Vocabulary,8,8-1,2,去年,qùnián,N,last year,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「去年」 (tone marks or tone numbers are accepted).,,,,,,qùnián,qùnián | qun4ian2 | qun4 ian2
Q0480,C8-8-1-I2-W160,Vocabulary,8,8-1,2,去年,qùnián,N,last year,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: ____她送我一本書，今年我要送她一件衣服。,牌子,去年,褲子,裙子,B,去年,去年
Q0481,C8-8-1-I2-W161,Vocabulary,8,8-1,2,年,nián,N/M,year,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「年」.,to close,famous,year,catty (=0.6 kilogram in Taiwan),C,year,
Q0482,C8-8-1-I2-W161,Vocabulary,8,8-1,2,年,nián,N/M,year,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「年」 (tone marks or tone numbers are accepted).,,,,,,nián,nián | nian2
Q0483,C8-8-1-I2-W161,Vocabulary,8,8-1,2,年,nián,N/M,year,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 一____有十二個月。,樓,年,瘦,電梯,B,年,年
Q0484,C8-8-1-I2-W162,Vocabulary,8,8-1,2,今年,jīnnián,N,this year,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「今年」.,stairs,this year,department store,socks,B,this year,
Q0485,C8-8-1-I2-W162,Vocabulary,8,8-1,2,今年,jīnnián,N,this year,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「今年」 (tone marks or tone numbers are accepted).,,,,,,jīnnián,jīnnián | jin1nian2 | jin1 nian2
Q0486,C8-8-1-I2-W162,Vocabulary,8,8-1,2,今年,jīnnián,N,this year,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 去年她送我一本書，____我要送她一件衣服。,今年,去年,裙子,褲子,A,今年,今年
Q0487,C8-8-1-I2-W163,Vocabulary,8,8-1,2,明年,míngnián,N,next year,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「明年」.,boy,this year,next year,stairs,C,next year,
Q0488,C8-8-1-I2-W163,Vocabulary,8,8-1,2,明年,míngnián,N,next year,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「明年」 (tone marks or tone numbers are accepted).,,,,,,míngnián,míngnián | ming2nian2 | ming2 nian2
Q0489,C8-8-1-I2-W163,Vocabulary,8,8-1,2,明年,míngnián,N,next year,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: ____我想去臺灣旅行。,去年,裙子,百貨公司,明年,D,明年,明年
Q0490,C8-8-1-I3-W164,Vocabulary,8,8-1,3,牌子,páizi,N,brand,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「牌子」.,magazine,last year,brand,shoes,C,brand,
Q0491,C8-8-1-I3-W164,Vocabulary,8,8-1,3,牌子,páizi,N,brand,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「牌子」 (tone marks or tone numbers are accepted).,,,,,,páizi,páizi | pai2zi | pai2 zi
Q0492,C8-8-1-I3-W164,Vocabulary,8,8-1,3,牌子,páizi,N,brand,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 這個____的衣服又便宜又好看。,時間,今年,牌子,裙子,C,牌子,牌子
Q0493,C8-8-1-I4-W165,Vocabulary,8,8-1,4,因為,yīnwèi,Conj,because,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「因為」.,because,black color,therefore; so,department store,A,because,
Q0494,C8-8-1-I4-W165,Vocabulary,8,8-1,4,因為,yīnwèi,Conj,because,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「因為」 (tone marks or tone numbers are accepted).,,,,,,yīnwèi,yīnwèi | yin1wei4 | yin1 wei4
Q0495,C8-8-1-I4-W165,Vocabulary,8,8-1,4,因為,yīnwèi,Conj,because,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 今天大家都穿很多衣服，____天氣太冷了。,快,因為,所以,褲子,B,因為,因為
Q0496,C8-8-1-I5-W166,Vocabulary,8,8-1,5,有名,yǒumíng,Vs,famous,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「有名」.,famous,old; used,black,popular; fashionable; trendy,A,famous,
Q0497,C8-8-1-I5-W166,Vocabulary,8,8-1,5,有名,yǒumíng,Vs,famous,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「有名」 (tone marks or tone numbers are accepted).,,,,,,yǒumíng,yǒumíng | you3ming2 | you3 ming2
Q0498,C8-8-1-I5-W166,Vocabulary,8,8-1,5,有名,yǒumíng,Vs,famous,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 這家餐廳很____，我們常常來這裡吃飯。,高,有名,矮,瘦,B,有名,有名
Q0499,C8-8-1-I6-W167,Vocabulary,8,8-1,6,褲子,kùzi,N,pants,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「褲子」.,pants,department store,elevator; lift,stairs,A,pants,
Q0500,C8-8-1-I6-W167,Vocabulary,8,8-1,6,褲子,kùzi,N,pants,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「褲子」 (tone marks or tone numbers are accepted).,,,,,,kùzi,kùzi | ku4zi | ku4 zi
Q0501,C8-8-1-I6-W167,Vocabulary,8,8-1,6,褲子,kùzi,N,pants,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 那個牌子的____都不便宜。,牌子,裙子,時間,褲子,D,褲子,褲子
Q0502,C8-8-1-I7-W168,Vocabulary,8,8-1,7,所以,suǒyǐ,Conj,therefore; so,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「所以」.,therefore; so,skirt,because,tall,A,therefore; so,
Q0503,C8-8-1-I7-W168,Vocabulary,8,8-1,7,所以,suǒyǐ,Conj,therefore; so,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「所以」 (tone marks or tone numbers are accepted).,,,,,,suǒyǐ,suǒyǐ | suo3yi3 | suo3 yi3
Q0504,C8-8-1-I7-W168,Vocabulary,8,8-1,7,所以,suǒyǐ,Conj,therefore; so,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 因為天氣有點兒冷，____我想吃一點兒熱的。,雙,因為,所以,瘦,C,所以,所以
Q0505,C8-8-1-I7-W169,Vocabulary,8,8-1,7,為什麼,wèishénme,Adv,why,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「為什麼」.,why,by the way,to be about to,recently; lately,A,why,
Q0506,C8-8-1-I7-W169,Vocabulary,8,8-1,7,為什麼,wèishénme,Adv,why,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「為什麼」 (tone marks or tone numbers are accepted).,,,,,,wèishénme,wèishénme | wei4shen2me | wei4 shen2 me
Q0507,C8-8-1-I7-W169,Vocabulary,8,8-1,7,為什麼,wèishénme,Adv,why,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: ____你不吃冰淇淋？,為什麼,最近,快,快要,A,為什麼,為什麼
Q0508,C8-8-1-I8-W170,Vocabulary,8,8-1,8,百貨公司,bǎihuògōngsī,N,department store,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「百貨公司」.,shoes,yellow color,brand,department store,D,department store,
Q0509,C8-8-1-I8-W170,Vocabulary,8,8-1,8,百貨公司,bǎihuògōngsī,N,department store,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「百貨公司」 (tone marks or tone numbers are accepted).,,,,,,bǎihuògōngsī,bǎihuògōngsī | bai3huo4gong1si1 | bai3 huo4 gong1 si1
Q0510,C8-8-1-I8-W170,Vocabulary,8,8-1,8,百貨公司,bǎihuògōngsī,N,department store,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 我家附近有____，你想去看嗎？,褲子,百貨公司,今年,時間,B,百貨公司,百貨公司
Q0511,C8-8-1-I9-W171,Vocabulary,8,8-1,9,難,nán,Vs,difficult; hard,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「難」.,easy,old; used,yellow,difficult; hard,D,difficult; hard,
Q0512,C8-8-1-I9-W171,Vocabulary,8,8-1,9,難,nán,Vs,difficult; hard,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「難」 (tone marks or tone numbers are accepted).,,,,,,nán,nán | nan2
Q0513,C8-8-1-I9-W171,Vocabulary,8,8-1,9,難,nán,Vs,difficult; hard,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 說中文容易，唱中文歌也不____。,胖,有名,難,瘦,C,難,難
Q0514,C8-8-1-I9-W172,Vocabulary,8,8-1,9,容易,róngyì,Vs,easy,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「容易」.,popular; fashionable; trendy,easy,long,young,B,easy,
Q0515,C8-8-1-I9-W172,Vocabulary,8,8-1,9,容易,róngyì,Vs,easy,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「容易」 (tone marks or tone numbers are accepted).,,,,,,róngyì,róngyì | rong2yi4 | rong2 yi4
Q0516,C8-8-1-I9-W172,Vocabulary,8,8-1,9,容易,róngyì,Vs,easy,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 說中文____，唱中文歌也不難。,難,容易,胖,瘦,B,容易,容易
Q0517,C8-8-1-I10-W173,Vocabulary,8,8-1,10,最近,zuìjìn,Adv,recently; lately,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「最近」.,to be about to,recently; lately,long,why,B,recently; lately,
Q0518,C8-8-1-I10-W173,Vocabulary,8,8-1,10,最近,zuìjìn,Adv,recently; lately,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「最近」 (tone marks or tone numbers are accepted).,,,,,,zuìjìn,zuìjìn | zui4jin4 | zui4 jin4
Q0519,C8-8-1-I10-W173,Vocabulary,8,8-1,10,最近,zuìjìn,Adv,recently; lately,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 他____很忙，所以每天都很累。,快要,最近,為什麼,快,B,最近,最近
Q0520,C8-8-1-I11-W174,Vocabulary,8,8-1,11,胖,pàng,Vs,fat,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「胖」.,fat,yellow,young,short (in length),A,fat,
Q0521,C8-8-1-I11-W174,Vocabulary,8,8-1,11,胖,pàng,Vs,fat,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「胖」 (tone marks or tone numbers are accepted).,,,,,,pàng,pàng | pang4
Q0522,C8-8-1-I11-W174,Vocabulary,8,8-1,11,胖,pàng,Vs,fat,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 他有一點____。,容易,胖,瘦,難,B,胖,胖
Q0523,C8-8-1-I11-W175,Vocabulary,8,8-1,11,瘦,shòu,Vs,thin,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「瘦」.,thin,short,fat,tall,A,thin,
Q0524,C8-8-1-I11-W175,Vocabulary,8,8-1,11,瘦,shòu,Vs,thin,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「瘦」 (tone marks or tone numbers are accepted).,,,,,,shòu,shòu | shou4
Q0525,C8-8-1-I11-W175,Vocabulary,8,8-1,11,瘦,shòu,Vs,thin,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 因為他每天都跑步，所以____了。,有名,矮,難,瘦,D,瘦,瘦
Q0526,C8-8-1-I11-W176,Vocabulary,8,8-1,11,高,gāo,Vs,tall,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「高」.,young,long,tall,short (in length),C,tall,
Q0527,C8-8-1-I11-W176,Vocabulary,8,8-1,11,高,gāo,Vs,tall,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「高」 (tone marks or tone numbers are accepted).,,,,,,gāo,gāo | gao1
Q0528,C8-8-1-I11-W176,Vocabulary,8,8-1,11,高,gāo,Vs,tall,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 哥哥很____。,矮,高,胖,瘦,B,高,高
Q0529,C8-8-1-I11-W177,Vocabulary,8,8-1,11,矮,ǎi,Vs,short,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「矮」.,old; used,black,young,short,D,short,
Q0530,C8-8-1-I11-W177,Vocabulary,8,8-1,11,矮,ǎi,Vs,short,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「矮」 (tone marks or tone numbers are accepted).,,,,,,ǎi,ǎi | ai3
Q0531,C8-8-1-I11-W177,Vocabulary,8,8-1,11,矮,ǎi,Vs,short,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 弟弟比較____。,矮,瘦,容易,胖,A,矮,矮
Q0532,C8-8-1-I12-W178,Vocabulary,8,8-1,12,公斤,gōngjīn,M,kilogram,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「公斤」.,catty (=0.6 kilogram in Taiwan),kilogram,measure word for shoes and socks,floor,B,kilogram,
Q0533,C8-8-1-I12-W178,Vocabulary,8,8-1,12,公斤,gōngjīn,M,kilogram,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「公斤」 (tone marks or tone numbers are accepted).,,,,,,gōngjīn,gōngjīn | gong1jin1 | gong1 jin1
Q0534,C8-8-1-I12-W178,Vocabulary,8,8-1,12,公斤,gōngjīn,M,kilogram,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 爸爸很喜歡吃蛋糕，所以胖了三____。,雙,公斤,樓,斤,B,公斤,公斤
Q0535,C8-8-1-I12-W179,Vocabulary,8,8-1,12,斤,jīn,M,catty (=0.6 kilogram in Taiwan),Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「斤」.,floor,catty (=0.6 kilogram in Taiwan),kilogram,measure word for shoes and socks,B,catty (=0.6 kilogram in Taiwan),
Q0536,C8-8-1-I12-W179,Vocabulary,8,8-1,12,斤,jīn,M,catty (=0.6 kilogram in Taiwan),Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「斤」 (tone marks or tone numbers are accepted).,,,,,,jīn,jīn | jin1
Q0537,C8-8-1-I12-W179,Vocabulary,8,8-1,12,斤,jīn,M,catty (=0.6 kilogram in Taiwan),Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 我買了一____水果。,公斤,樓,雙,斤,D,斤,斤
Q0538,C8-8-1-I13-W180,Vocabulary,8,8-1,13,怕,pà,Vst,to be scared of; to be afraid of,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「怕」.,easy,to be scared of; to be afraid of,department store,black,B,to be scared of; to be afraid of,
Q0539,C8-8-1-I13-W180,Vocabulary,8,8-1,13,怕,pà,Vst,to be scared of; to be afraid of,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「怕」 (tone marks or tone numbers are accepted).,,,,,,pà,pà | pa4
Q0540,C8-8-1-I13-W180,Vocabulary,8,8-1,13,怕,pà,Vst,to be scared of; to be afraid of,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 弟弟不喜歡唱歌，因為____唱得不好。,怕,快要,明年,舊,A,怕,怕
Q0541,C8-8-1-I14-W181,Vocabulary,8,8-1,14,跟,gēn,Prep,with,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「跟」.,magazine,young,difficult; hard,with,D,with,
Q0542,C8-8-1-I14-W181,Vocabulary,8,8-1,14,跟,gēn,Prep,with,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「跟」 (tone marks or tone numbers are accepted).,,,,,,gēn,gēn | gen1
Q0543,C8-8-1-I14-W181,Vocabulary,8,8-1,14,跟,gēn,Prep,with,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 他最近常常____朋友一起玩。,今年,去年,跟,樓下,C,跟,跟
Q0544,C8-8-1-I15-W182,Vocabulary,8,8-1,15,時間,shíjiān,N,time,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「時間」.,time,downstairs,boy,skirt,A,time,
Q0545,C8-8-1-I15-W182,Vocabulary,8,8-1,15,時間,shíjiān,N,time,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「時間」 (tone marks or tone numbers are accepted).,,,,,,shíjiān,shíjiān | shi2jian1 | shi2 jian1
Q0546,C8-8-1-I15-W182,Vocabulary,8,8-1,15,時間,shíjiān,N,time,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 我最近沒有____看電影。,時間,牌子,今年,去年,A,時間,時間
Q0547,C8-8-2-I1-W183,Vocabulary,8,8-2,1,黃色,huángsè,N,yellow color,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「黃色」.,skirt,girl,yellow color,downstairs,C,yellow color,
Q0548,C8-8-2-I1-W183,Vocabulary,8,8-2,1,黃色,huángsè,N,yellow color,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「黃色」 (tone marks or tone numbers are accepted).,,,,,,huángsè,huángsè | huang2se4 | huang2 se4
Q0549,C8-8-2-I1-W183,Vocabulary,8,8-2,1,黃色,huángsè,N,yellow color,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 姐姐喜歡穿____的裙子。,鞋子,黃色,樓下,襪子,B,黃色,黃色
Q0550,C8-8-2-I1-W184,Vocabulary,8,8-2,1,黃,huáng,Vs,yellow,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「黃」.,fat,popular; fashionable; trendy,thin,yellow,D,yellow,
Q0551,C8-8-2-I1-W184,Vocabulary,8,8-2,1,黃,huáng,Vs,yellow,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「黃」 (tone marks or tone numbers are accepted).,,,,,,huáng,huáng | huang2
Q0552,C8-8-2-I1-W184,Vocabulary,8,8-2,1,黃,huáng,Vs,yellow,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 姐姐喜歡穿____色的裙子。,黃,長,黑,短,A,黃,黃
Q0553,C8-8-2-I2-W185,Vocabulary,8,8-2,2,吧,ba,Ptc,final particle for questions,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「吧」.,final particle for questions,to close,year,black color,A,final particle for questions,
Q0554,C8-8-2-I2-W185,Vocabulary,8,8-2,2,吧,ba,Ptc,final particle for questions,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「吧」 (tone marks or tone numbers are accepted).,,,,,,ba,ba
