── entry warnings ──
他們 學校在 山上 (easy): [pinyin-mismatch] 他們: authored "tāmen" vs computed "tāmén" (typo or multi-reading word)
他們 學校在 山上 (easy): [pinyin-mismatch] 姐姐: authored "jiějie" vs computed "jiějiě" (typo or multi-reading word)
他們 學校在 山上 (easy): [pinyin-mismatch] 高興: authored "gāoxìng" vs computed "gāoxīng" (typo or multi-reading word)
我們去喝下午茶 (easy): [pinyin-mismatch] 一起: authored "yīqǐ" vs computed "yìqǐ" (typo or multi-reading word)
我們去喝下午茶 (easy): [pinyin-mismatch] 他們: authored "tāmen" vs computed "tāmén" (typo or multi-reading word)
我們去喝下午茶 (easy): [pinyin-mismatch] 有空: authored "yǒu kòng" vs computed "yǒukōng" (typo or multi-reading word)
我們去喝下午茶 (easy): [pinyin-mismatch] 聽音樂: authored "tīngyīnyuè" vs computed "tīngyīnlè" (typo or multi-reading word)
我們去士林夜市 (easy): [pinyin-mismatch] 一起: authored "yīqǐ" vs computed "yìqǐ" (typo or multi-reading word)
我們去士林夜市 (easy): [pinyin-mismatch] 我們: authored "wǒmen" vs computed "wǒmén" (typo or multi-reading word)
我們去士林夜市 (hard): [pinyin-mismatch] 一起: authored "yīqǐ" vs computed "yìqǐ" (typo or multi-reading word)
我們去士林夜市 (hard): [pinyin-mismatch] 不錯: authored "bù cuò" vs computed "búcuò" (typo or multi-reading word)
我們去士林夜市 (hard): [pinyin-mismatch] 幾個: authored "jǐge" vs computed "jīgè" (typo or multi-reading word)
我們去士林夜市 (hard): [pinyin-mismatch] 有空: authored "yǒu kòng" vs computed "yǒukōng" (typo or multi-reading word)
我們去士林夜市 (hard): [pinyin-mismatch] 這個: authored "zhè ge" vs computed "zhègè" (typo or multi-reading word)
我們去士林夜市 (medium): [pinyin-mismatch] 一起: authored "yīqǐ" vs computed "yìqǐ" (typo or multi-reading word)
我們去士林夜市 (medium): [pinyin-mismatch] 了: authored "le" vs computed "liǎo" (typo or multi-reading word)
我們去士林夜市 (medium): [pinyin-mismatch] 好不好: authored "hǎo bù hǎo" vs computed "hǎobuhǎo" (typo or multi-reading word)
我們去士林夜市 (medium): [pinyin-mismatch] 怎麼: authored "zěnme" vs computed "zěnmó" (typo or multi-reading word)
我們去士林夜市 (medium): [pinyin-mismatch] 我們: authored "wǒmen" vs computed "wǒmén" (typo or multi-reading word)
我們去士林夜市 (medium): [pinyin-mismatch] 有一家: authored "yǒu yī jiā" vs computed "yǒuyìjiā" (typo or multi-reading word)
我們去士林夜市 (medium): [pinyin-mismatch] 這個: authored "zhè ge" vs computed "zhègè" (typo or multi-reading word)
我的房間和我的貓 (easy): [pinyin-mismatch] 房間: authored "fáng jiān" vs computed "fángjiàn" (typo or multi-reading word)
我的房間和我的貓 (easy): [pinyin-mismatch] 桌子: authored "zhuōzi" vs computed "zhuōzǐ" (typo or multi-reading word)
我的房間和我的貓 (easy): [pinyin-mismatch] 橘子: authored "júzi" vs computed "júzǐ" (typo or multi-reading word)
我的房間和我的貓 (easy): [pinyin-mismatch] 睡覺: authored "shuì jiào" vs computed "shuìjué" (typo or multi-reading word)
我的錢包在哪裡? (easy): [pinyin-mismatch] 一起: authored "yīqǐ" vs computed "yìqǐ" (typo or multi-reading word)
我的錢包在哪裡? (easy): [pinyin-mismatch] 空: authored "kòng" vs computed "kōng" (typo or multi-reading word)
我的錢包在哪裡? (easy): [pinyin-mismatch] 聽音樂: authored "tīng yīnyuè" vs computed "tīngyīnlè" (typo or multi-reading word)
我的錢包在哪裡? (easy): [pinyin-mismatch] 高興: authored "gāo xìng" vs computed "gāoxīng" (typo or multi-reading word)
捷運站在哪裡？ (easy): [pinyin-mismatch] 嗎: authored "ma" vs computed "má" (typo or multi-reading word)
捷運站在哪裡？ (easy): [pinyin-mismatch] 高興: authored "gāoxìng" vs computed "gāoxīng" (typo or multi-reading word)
捷運站在哪裡？ (hard): [pinyin-mismatch] 一直: authored "yī zhí" vs computed "yìzhí" (typo or multi-reading word)
捷運站在哪裡？ (hard): [pinyin-mismatch] 幾分鐘: authored "jǐ fēn zhōng" vs computed "jīfēnzhōng" (typo or multi-reading word)
捷運站在哪裡？ (medium): [pinyin-mismatch] 不會: authored "bù huì" vs computed "búhuì" (typo or multi-reading word)
捷運站在哪裡？ (medium): [pinyin-mismatch] 心裡: authored "xīnli" vs computed "xīnlǐ" (typo or multi-reading word)
捷運站在哪裡？ (medium): [pinyin-mismatch] 時間: authored "shíjiān" vs computed "shíjiàn" (typo or multi-reading word)

── distinct questions ──
他們 學校在 山上 (easy) | listening | Q: (nghe) 一起去 | ✓ 一起去 | options: 一起去 / 下課 / 做飯 / 回
他們 學校在 山上 (easy) | listening | Q: (nghe) 吃飽 | ✓ 吃飽 | options: 下課 / 做飯 / 吃飽 / 回
他們 學校在 山上 (easy) | listening | Q: (nghe) 吃飽 | ✓ 吃飽 | options: 下課 / 做飯 / 吃飽 / 學
他們 學校在 山上 (easy) | listening | Q: (nghe) 吃飽 | ✓ 吃飽 | options: 下課 / 吃飽 / 學 / 課
他們 學校在 山上 (easy) | listening | Q: (nghe) 吃飽 | ✓ 吃飽 | options: 中午 / 吃飽 / 回 / 家裡
他們 學校在 山上 (easy) | listening | Q: (nghe) 吃飽 | ✓ 吃飽 | options: 中午 / 吃飽 / 時候 / 校園
他們 學校在 山上 (easy) | listening | Q: (nghe) 吃飽 | ✓ 吃飽 | options: 他們 / 吃飽 / 弟弟 / 高興
他們 學校在 山上 (easy) | listening | Q: (nghe) 吃飽 | ✓ 吃飽 | options: 以後 / 做 / 吃飽 / 大樓
他們 學校在 山上 (easy) | listening | Q: (nghe) 吃飽 | ✓ 吃飽 | options: 做 / 吃飽 / 大樓 / 風景
他們 學校在 山上 (easy) | listening | Q: (nghe) 吃飽 | ✓ 吃飽 | options: 做 / 吃飽 / 飯 / 麵店
他們 學校在 山上 (easy) | listening | Q: (nghe) 吃飽 | ✓ 吃飽 | options: 做飯 / 吃飽 / 校園 / 高興
他們 學校在 山上 (easy) | listening | Q: (nghe) 吃飽 | ✓ 吃飽 | options: 午餐 / 吃 / 吃飽 / 同學
他們 學校在 山上 (easy) | listening | Q: (nghe) 吃飽 | ✓ 吃飽 | options: 吃 / 吃飽 / 在 / 照相
他們 學校在 山上 (easy) | listening | Q: (nghe) 吃飽 | ✓ 吃飽 | options: 吃 / 吃飽 / 風景 / 飯
他們 學校在 山上 (easy) | listening | Q: (nghe) 吃飽 | ✓ 吃飽 | options: 吃飽 / 回 / 大樓 / 高興
他們 學校在 山上 (easy) | listening | Q: (nghe) 吃飽 | ✓ 吃飽 | options: 吃飽 / 回 / 大樓 / 麵店
他們 學校在 山上 (easy) | listening | Q: (nghe) 吃飽 | ✓ 吃飽 | options: 吃飽 / 姐姐 / 學 / 校園
他們 學校在 山上 (easy) | listening | Q: (nghe) 同學 | ✓ 同學 | options: 下課 / 做 / 吃 / 同學
他們 學校在 山上 (easy) | listening | Q: (nghe) 同學 | ✓ 同學 | options: 下課 / 同學 / 大樓 / 風景
他們 學校在 山上 (easy) | listening | Q: (nghe) 同學 | ✓ 同學 | options: 下課 / 同學 / 學 / 家裡
他們 學校在 山上 (easy) | listening | Q: (nghe) 同學 | ✓ 同學 | options: 中文 / 做飯 / 吃 / 同學
他們 學校在 山上 (easy) | listening | Q: (nghe) 同學 | ✓ 同學 | options: 中文 / 午餐 / 吃 / 同學
他們 學校在 山上 (easy) | listening | Q: (nghe) 同學 | ✓ 同學 | options: 他們 / 同學 / 在 / 校園
他們 學校在 山上 (easy) | listening | Q: (nghe) 同學 | ✓ 同學 | options: 做 / 同學 / 大樓 / 學
他們 學校在 山上 (easy) | listening | Q: (nghe) 同學 | ✓ 同學 | options: 做 / 同學 / 弟弟 / 照相
他們 學校在 山上 (easy) | listening | Q: (nghe) 同學 | ✓ 同學 | options: 做飯 / 同學 / 大樓 / 風景
他們 學校在 山上 (easy) | listening | Q: (nghe) 同學 | ✓ 同學 | options: 同學 / 回 / 大樓 / 麵店
他們 學校在 山上 (easy) | listening | Q: (nghe) 同學 | ✓ 同學 | options: 同學 / 學 / 弟弟 / 時候
他們 學校在 山上 (easy) | listening | Q: (nghe) 回 | ✓ 回 | options: 一起去 / 吃 / 回 / 飯
他們 學校在 山上 (easy) | listening | Q: (nghe) 回 | ✓ 回 | options: 一起去 / 吃飽 / 回 / 課
他們 學校在 山上 (easy) | listening | Q: (nghe) 回 | ✓ 回 | options: 一起去 / 回 / 風景 / 高興
他們 學校在 山上 (easy) | listening | Q: (nghe) 回 | ✓ 回 | options: 下課 / 他們 / 回 / 飯
他們 學校在 山上 (easy) | listening | Q: (nghe) 回 | ✓ 回 | options: 下課 / 做飯 / 回 / 姐姐
他們 學校在 山上 (easy) | listening | Q: (nghe) 回 | ✓ 回 | options: 下課 / 吃飽 / 回 / 姐姐
他們 學校在 山上 (easy) | listening | Q: (nghe) 回 | ✓ 回 | options: 下課 / 回 / 在 / 大樓
他們 學校在 山上 (easy) | listening | Q: (nghe) 回 | ✓ 回 | options: 中午 / 中文 / 吃 / 回
他們 學校在 山上 (easy) | listening | Q: (nghe) 回 | ✓ 回 | options: 中文 / 同學 / 回 / 飽
他們 學校在 山上 (easy) | listening | Q: (nghe) 回 | ✓ 回 | options: 中文 / 回 / 學 / 時候
他們 學校在 山上 (easy) | listening | Q: (nghe) 回 | ✓ 回 | options: 他們 / 午餐 / 回 / 弟弟
他們 學校在 山上 (easy) | listening | Q: (nghe) 回 | ✓ 回 | options: 他們 / 吃 / 回 / 家裡
他們 學校在 山上 (easy) | listening | Q: (nghe) 回 | ✓ 回 | options: 他們 / 回 / 時候 / 飯
他們 學校在 山上 (easy) | listening | Q: (nghe) 回 | ✓ 回 | options: 以後 / 吃 / 回 / 風景
他們 學校在 山上 (easy) | listening | Q: (nghe) 回 | ✓ 回 | options: 以後 / 吃飽 / 回 / 麵店
他們 學校在 山上 (easy) | listening | Q: (nghe) 回 | ✓ 回 | options: 做 / 吃 / 回 / 弟弟
他們 學校在 山上 (easy) | listening | Q: (nghe) 回 | ✓ 回 | options: 做 / 回 / 大樓 / 家裡
他們 學校在 山上 (easy) | listening | Q: (nghe) 回 | ✓ 回 | options: 做飯 / 同學 / 回 / 照相
他們 學校在 山上 (easy) | listening | Q: (nghe) 回 | ✓ 回 | options: 午餐 / 回 / 時候 / 校園
他們 學校在 山上 (easy) | listening | Q: (nghe) 回 | ✓ 回 | options: 吃 / 回 / 學 / 飯
他們 學校在 山上 (easy) | listening | Q: (nghe) 回 | ✓ 回 | options: 同學 / 回 / 風景 / 飯
他們 學校在 山上 (easy) | listening | Q: (nghe) 回 | ✓ 回 | options: 回 / 大樓 / 飯 / 麵店
他們 學校在 山上 (easy) | listening | Q: (nghe) 回 | ✓ 回 | options: 回 / 弟弟 / 時候 / 飯
他們 學校在 山上 (easy) | listening | Q: (nghe) 回 | ✓ 回 | options: 回 / 飯 / 高興 / 麵店
他們 學校在 山上 (easy) | listening | Q: (nghe) 在 | ✓ 在 | options: 一起去 / 做 / 在 / 麵店
他們 學校在 山上 (easy) | listening | Q: (nghe) 在 | ✓ 在 | options: 一起去 / 在 / 姐姐 / 弟弟
他們 學校在 山上 (easy) | listening | Q: (nghe) 在 | ✓ 在 | options: 下課 / 中午 / 在 / 大樓
他們 學校在 山上 (easy) | listening | Q: (nghe) 在 | ✓ 在 | options: 下課 / 中午 / 在 / 課
他們 學校在 山上 (easy) | listening | Q: (nghe) 在 | ✓ 在 | options: 下課 / 以後 / 在 / 時候
他們 學校在 山上 (easy) | listening | Q: (nghe) 在 | ✓ 在 | options: 下課 / 做 / 在 / 照相
他們 學校在 山上 (easy) | listening | Q: (nghe) 在 | ✓ 在 | options: 下課 / 吃 / 在 / 麵店
他們 學校在 山上 (easy) | listening | Q: (nghe) 在 | ✓ 在 | options: 下課 / 回 / 在 / 時候
他們 學校在 山上 (easy) | listening | Q: (nghe) 在 | ✓ 在 | options: 中文 / 午餐 / 在 / 大樓
他們 學校在 山上 (easy) | listening | Q: (nghe) 在 | ✓ 在 | options: 他們 / 在 / 姐姐 / 風景
他們 學校在 山上 (easy) | listening | Q: (nghe) 在 | ✓ 在 | options: 以後 / 做 / 在 / 風景
他們 學校在 山上 (easy) | listening | Q: (nghe) 在 | ✓ 在 | options: 吃飽 / 在 / 大樓 / 麵店
他們 學校在 山上 (easy) | listening | Q: (nghe) 在 | ✓ 在 | options: 同學 / 在 / 家裡 / 時候
他們 學校在 山上 (easy) | listening | Q: (nghe) 大樓 | ✓ 大樓 | options: 一起去 / 大樓 / 姐姐 / 麵店
他們 學校在 山上 (easy) | listening | Q: (nghe) 大樓 | ✓ 大樓 | options: 下課 / 中文 / 大樓 / 校園
他們 學校在 山上 (easy) | listening | Q: (nghe) 大樓 | ✓ 大樓 | options: 下課 / 做 / 大樓 / 姐姐
他們 學校在 山上 (easy) | listening | Q: (nghe) 大樓 | ✓ 大樓 | options: 下課 / 大樓 / 家裡 / 弟弟
他們 學校在 山上 (easy) | listening | Q: (nghe) 大樓 | ✓ 大樓 | options: 他們 / 做 / 做飯 / 大樓
他們 學校在 山上 (easy) | listening | Q: (nghe) 大樓 | ✓ 大樓 | options: 他們 / 回 / 大樓 / 校園
他們 學校在 山上 (easy) | listening | Q: (nghe) 大樓 | ✓ 大樓 | options: 他們 / 大樓 / 姐姐 / 校園
他們 學校在 山上 (easy) | listening | Q: (nghe) 大樓 | ✓ 大樓 | options: 他們 / 大樓 / 飯 / 高興
他們 學校在 山上 (easy) | listening | Q: (nghe) 大樓 | ✓ 大樓 | options: 他們 / 大樓 / 飽 / 高興
他們 學校在 山上 (easy) | listening | Q: (nghe) 大樓 | ✓ 大樓 | options: 吃 / 大樓 / 課 / 風景
他們 學校在 山上 (easy) | listening | Q: (nghe) 大樓 | ✓ 大樓 | options: 吃飽 / 同學 / 大樓 / 弟弟
他們 學校在 山上 (easy) | listening | Q: (nghe) 大樓 | ✓ 大樓 | options: 吃飽 / 同學 / 大樓 / 課
他們 學校在 山上 (easy) | listening | Q: (nghe) 大樓 | ✓ 大樓 | options: 吃飽 / 大樓 / 姐姐 / 課
他們 學校在 山上 (easy) | listening | Q: (nghe) 大樓 | ✓ 大樓 | options: 在 / 大樓 / 飽 / 高興
他們 學校在 山上 (easy) | listening | Q: (nghe) 大樓 | ✓ 大樓 | options: 大樓 / 姐姐 / 校園 / 風景
他們 學校在 山上 (easy) | listening | Q: (nghe) 大樓 | ✓ 大樓 | options: 大樓 / 學 / 家裡 / 照相
他們 學校在 山上 (easy) | listening | Q: (nghe) 大樓 | ✓ 大樓 | options: 大樓 / 家裡 / 飯 / 麵店
他們 學校在 山上 (easy) | listening | Q: (nghe) 姐姐 | ✓ 姐姐 | options: 一起去 / 中午 / 姐姐 / 家裡
他們 學校在 山上 (easy) | listening | Q: (nghe) 姐姐 | ✓ 姐姐 | options: 下課 / 中午 / 中文 / 姐姐
他們 學校在 山上 (easy) | listening | Q: (nghe) 姐姐 | ✓ 姐姐 | options: 下課 / 以後 / 吃 / 姐姐
他們 學校在 山上 (easy) | listening | Q: (nghe) 姐姐 | ✓ 姐姐 | options: 下課 / 吃飽 / 姐姐 / 弟弟
他們 學校在 山上 (easy) | listening | Q: (nghe) 姐姐 | ✓ 姐姐 | options: 中午 / 午餐 / 姐姐 / 校園
他們 學校在 山上 (easy) | listening | Q: (nghe) 姐姐 | ✓ 姐姐 | options: 中文 / 做 / 做飯 / 姐姐
他們 學校在 山上 (easy) | listening | Q: (nghe) 姐姐 | ✓ 姐姐 | options: 中文 / 做 / 姐姐 / 高興
他們 學校在 山上 (easy) | listening | Q: (nghe) 姐姐 | ✓ 姐姐 | options: 中文 / 在 / 姐姐 / 家裡
他們 學校在 山上 (easy) | listening | Q: (nghe) 姐姐 | ✓ 姐姐 | options: 中文 / 姐姐 / 弟弟 / 飯
他們 學校在 山上 (easy) | listening | Q: (nghe) 姐姐 | ✓ 姐姐 | options: 他們 / 做 / 大樓 / 姐姐
他們 學校在 山上 (easy) | listening | Q: (nghe) 姐姐 | ✓ 姐姐 | options: 以後 / 午餐 / 姐姐 / 高興
他們 學校在 山上 (easy) | listening | Q: (nghe) 姐姐 | ✓ 姐姐 | options: 以後 / 姐姐 / 學 / 高興
他們 學校在 山上 (easy) | listening | Q: (nghe) 姐姐 | ✓ 姐姐 | options: 以後 / 姐姐 / 照相 / 風景
他們 學校在 山上 (easy) | listening | Q: (nghe) 姐姐 | ✓ 姐姐 | options: 做 / 午餐 / 姐姐 / 弟弟
他們 學校在 山上 (easy) | listening | Q: (nghe) 姐姐 | ✓ 姐姐 | options: 做飯 / 午餐 / 吃 / 姐姐
他們 學校在 山上 (easy) | listening | Q: (nghe) 姐姐 | ✓ 姐姐 | options: 做飯 / 吃飽 / 姐姐 / 課
他們 學校在 山上 (easy) | listening | Q: (nghe) 姐姐 | ✓ 姐姐 | options: 吃 / 在 / 姐姐 / 飯
他們 學校在 山上 (easy) | listening | Q: (nghe) 姐姐 | ✓ 姐姐 | options: 同學 / 回 / 姐姐 / 弟弟
他們 學校在 山上 (easy) | listening | Q: (nghe) 姐姐 | ✓ 姐姐 | options: 回 / 在 / 姐姐 / 弟弟
他們 學校在 山上 (easy) | listening | Q: (nghe) 姐姐 | ✓ 姐姐 | options: 回 / 大樓 / 姐姐 / 高興
他們 學校在 山上 (easy) | listening | Q: (nghe) 姐姐 | ✓ 姐姐 | options: 姐姐 / 時候 / 風景 / 飽
他們 學校在 山上 (easy) | listening | Q: (nghe) 學 | ✓ 學 | options: 下課 / 大樓 / 學 / 弟弟
他們 學校在 山上 (easy) | listening | Q: (nghe) 學 | ✓ 學 | options: 中文 / 午餐 / 學 / 高興
他們 學校在 山上 (easy) | listening | Q: (nghe) 學 | ✓ 學 | options: 他們 / 回 / 學 / 家裡
他們 學校在 山上 (easy) | listening | Q: (nghe) 學 | ✓ 學 | options: 他們 / 在 / 學 / 風景
他們 學校在 山上 (easy) | listening | Q: (nghe) 學 | ✓ 學 | options: 他們 / 在 / 學 / 高興
他們 學校在 山上 (easy) | listening | Q: (nghe) 學 | ✓ 學 | options: 午餐 / 回 / 學 / 家裡
他們 學校在 山上 (easy) | listening | Q: (nghe) 學 | ✓ 學 | options: 午餐 / 學 / 校園 / 飽
他們 學校在 山上 (easy) | listening | Q: (nghe) 學 | ✓ 學 | options: 同學 / 學 / 時候 / 校園
他們 學校在 山上 (easy) | listening | Q: (nghe) 學 | ✓ 學 | options: 回 / 姐姐 / 學 / 時候
他們 學校在 山上 (easy) | listening | Q: (nghe) 家裡 | ✓ 家裡 | options: 一起去 / 下課 / 做 / 家裡
他們 學校在 山上 (easy) | listening | Q: (nghe) 家裡 | ✓ 家裡 | options: 一起去 / 他們 / 午餐 / 家裡
他們 學校在 山上 (easy) | listening | Q: (nghe) 家裡 | ✓ 家裡 | options: 一起去 / 做 / 家裡 / 風景
他們 學校在 山上 (easy) | listening | Q: (nghe) 家裡 | ✓ 家裡 | options: 一起去 / 學 / 家裡 / 照相
他們 學校在 山上 (easy) | listening | Q: (nghe) 家裡 | ✓ 家裡 | options: 中午 / 中文 / 家裡 / 風景
他們 學校在 山上 (easy) | listening | Q: (nghe) 家裡 | ✓ 家裡 | options: 中午 / 在 / 家裡 / 飽
他們 學校在 山上 (easy) | listening | Q: (nghe) 家裡 | ✓ 家裡 | options: 中午 / 家裡 / 高興 / 麵店
他們 學校在 山上 (easy) | listening | Q: (nghe) 家裡 | ✓ 家裡 | options: 他們 / 在 / 家裡 / 飯
他們 學校在 山上 (easy) | listening | Q: (nghe) 家裡 | ✓ 家裡 | options: 以後 / 吃 / 家裡 / 弟弟
他們 學校在 山上 (easy) | listening | Q: (nghe) 家裡 | ✓ 家裡 | options: 午餐 / 吃 / 姐姐 / 家裡
他們 學校在 山上 (easy) | listening | Q: (nghe) 家裡 | ✓ 家裡 | options: 吃 / 家裡 / 弟弟 / 高興
他們 學校在 山上 (easy) | listening | Q: (nghe) 家裡 | ✓ 家裡 | options: 姐姐 / 家裡 / 弟弟 / 飽
他們 學校在 山上 (easy) | listening | Q: (nghe) 弟弟 | ✓ 弟弟 | options: 一起去 / 回 / 姐姐 / 弟弟
他們 學校在 山上 (easy) | listening | Q: (nghe) 弟弟 | ✓ 弟弟 | options: 下課 / 大樓 / 弟弟 / 飽
他們 學校在 山上 (easy) | listening | Q: (nghe) 弟弟 | ✓ 弟弟 | options: 下課 / 姐姐 / 弟弟 / 飯
他們 學校在 山上 (easy) | listening | Q: (nghe) 弟弟 | ✓ 弟弟 | options: 中午 / 中文 / 午餐 / 弟弟
他們 學校在 山上 (easy) | listening | Q: (nghe) 弟弟 | ✓ 弟弟 | options: 中午 / 做飯 / 家裡 / 弟弟
他們 學校在 山上 (easy) | listening | Q: (nghe) 弟弟 | ✓ 弟弟 | options: 中午 / 學 / 弟弟 / 時候
他們 學校在 山上 (easy) | listening | Q: (nghe) 弟弟 | ✓ 弟弟 | options: 中文 / 做飯 / 回 / 弟弟
他們 學校在 山上 (easy) | listening | Q: (nghe) 弟弟 | ✓ 弟弟 | options: 他們 / 弟弟 / 時候 / 校園
他們 學校在 山上 (easy) | listening | Q: (nghe) 弟弟 | ✓ 弟弟 | options: 做 / 家裡 / 弟弟 / 飯
他們 學校在 山上 (easy) | listening | Q: (nghe) 弟弟 | ✓ 弟弟 | options: 午餐 / 吃 / 弟弟 / 校園
他們 學校在 山上 (easy) | listening | Q: (nghe) 弟弟 | ✓ 弟弟 | options: 吃 / 大樓 / 弟弟 / 飯
他們 學校在 山上 (easy) | listening | Q: (nghe) 弟弟 | ✓ 弟弟 | options: 吃飽 / 回 / 弟弟 / 照相
他們 學校在 山上 (easy) | listening | Q: (nghe) 弟弟 | ✓ 弟弟 | options: 同學 / 回 / 弟弟 / 課
他們 學校在 山上 (easy) | listening | Q: (nghe) 時候 | ✓ 時候 | options: 一起去 / 做飯 / 時候 / 校園
他們 學校在 山上 (easy) | listening | Q: (nghe) 時候 | ✓ 時候 | options: 中午 / 做飯 / 家裡 / 時候
他們 學校在 山上 (easy) | listening | Q: (nghe) 時候 | ✓ 時候 | options: 中文 / 他們 / 吃 / 時候
他們 學校在 山上 (easy) | listening | Q: (nghe) 時候 | ✓ 時候 | options: 中文 / 做 / 時候 / 飽
他們 學校在 山上 (easy) | listening | Q: (nghe) 時候 | ✓ 時候 | options: 中文 / 午餐 / 時候 / 高興
他們 學校在 山上 (easy) | listening | Q: (nghe) 時候 | ✓ 時候 | options: 中文 / 同學 / 時候 / 課
他們 學校在 山上 (easy) | listening | Q: (nghe) 時候 | ✓ 時候 | options: 中文 / 時候 / 校園 / 飽
他們 學校在 山上 (easy) | listening | Q: (nghe) 時候 | ✓ 時候 | options: 他們 / 吃 / 姐姐 / 時候
他們 學校在 山上 (easy) | listening | Q: (nghe) 時候 | ✓ 時候 | options: 他們 / 時候 / 風景 / 高興
他們 學校在 山上 (easy) | listening | Q: (nghe) 時候 | ✓ 時候 | options: 他們 / 時候 / 飽 / 麵店
他們 學校在 山上 (easy) | listening | Q: (nghe) 時候 | ✓ 時候 | options: 以後 / 午餐 / 吃飽 / 時候
他們 學校在 山上 (easy) | listening | Q: (nghe) 時候 | ✓ 時候 | options: 吃 / 家裡 / 時候 / 飽
他們 學校在 山上 (easy) | listening | Q: (nghe) 時候 | ✓ 時候 | options: 吃飽 / 時候 / 校園 / 高興
他們 學校在 山上 (easy) | listening | Q: (nghe) 時候 | ✓ 時候 | options: 大樓 / 家裡 / 時候 / 校園
他們 學校在 山上 (easy) | listening | Q: (nghe) 時候 | ✓ 時候 | options: 學 / 時候 / 照相 / 高興
他們 學校在 山上 (easy) | listening | Q: (nghe) 校園 | ✓ 校園 | options: 一起去 / 他們 / 學 / 校園
他們 學校在 山上 (easy) | listening | Q: (nghe) 校園 | ✓ 校園 | options: 一起去 / 做飯 / 校園 / 飯
他們 學校在 山上 (easy) | listening | Q: (nghe) 校園 | ✓ 校園 | options: 下課 / 校園 / 照相 / 飯
他們 學校在 山上 (easy) | listening | Q: (nghe) 校園 | ✓ 校園 | options: 下課 / 校園 / 風景 / 飽
他們 學校在 山上 (easy) | listening | Q: (nghe) 校園 | ✓ 校園 | options: 中午 / 時候 / 校園 / 照相
他們 學校在 山上 (easy) | listening | Q: (nghe) 校園 | ✓ 校園 | options: 中文 / 同學 / 弟弟 / 校園
他們 學校在 山上 (easy) | listening | Q: (nghe) 校園 | ✓ 校園 | options: 中文 / 時候 / 校園 / 照相
他們 學校在 山上 (easy) | listening | Q: (nghe) 校園 | ✓ 校園 | options: 以後 / 在 / 校園 / 麵店
他們 學校在 山上 (easy) | listening | Q: (nghe) 校園 | ✓ 校園 | options: 做 / 吃 / 校園 / 飽
他們 學校在 山上 (easy) | listening | Q: (nghe) 校園 | ✓ 校園 | options: 做 / 回 / 校園 / 麵店
他們 學校在 山上 (easy) | listening | Q: (nghe) 校園 | ✓ 校園 | options: 做 / 學 / 校園 / 麵店
他們 學校在 山上 (easy) | listening | Q: (nghe) 校園 | ✓ 校園 | options: 做飯 / 大樓 / 弟弟 / 校園
他們 學校在 山上 (easy) | listening | Q: (nghe) 校園 | ✓ 校園 | options: 做飯 / 校園 / 飯 / 麵店
他們 學校在 山上 (easy) | listening | Q: (nghe) 校園 | ✓ 校園 | options: 午餐 / 姐姐 / 學 / 校園
他們 學校在 山上 (easy) | listening | Q: (nghe) 校園 | ✓ 校園 | options: 吃飽 / 回 / 校園 / 課
他們 學校在 山上 (easy) | listening | Q: (nghe) 校園 | ✓ 校園 | options: 吃飽 / 時候 / 校園 / 課
他們 學校在 山上 (easy) | listening | Q: (nghe) 校園 | ✓ 校園 | options: 吃飽 / 校園 / 照相 / 麵店
他們 學校在 山上 (easy) | listening | Q: (nghe) 校園 | ✓ 校園 | options: 回 / 姐姐 / 校園 / 高興
他們 學校在 山上 (easy) | listening | Q: (nghe) 校園 | ✓ 校園 | options: 在 / 學 / 弟弟 / 校園
他們 學校在 山上 (easy) | listening | Q: (nghe) 照相 | ✓ 照相 | options: 一起去 / 中午 / 以後 / 照相
他們 學校在 山上 (easy) | listening | Q: (nghe) 照相 | ✓ 照相 | options: 一起去 / 以後 / 照相 / 課
他們 學校在 山上 (easy) | listening | Q: (nghe) 照相 | ✓ 照相 | options: 一起去 / 弟弟 / 時候 / 照相
他們 學校在 山上 (easy) | listening | Q: (nghe) 照相 | ✓ 照相 | options: 中文 / 他們 / 家裡 / 照相
他們 學校在 山上 (easy) | listening | Q: (nghe) 照相 | ✓ 照相 | options: 中文 / 午餐 / 姐姐 / 照相
他們 學校在 山上 (easy) | listening | Q: (nghe) 照相 | ✓ 照相 | options: 中文 / 吃 / 家裡 / 照相
他們 學校在 山上 (easy) | listening | Q: (nghe) 照相 | ✓ 照相 | options: 他們 / 做 / 照相 / 飽
他們 學校在 山上 (easy) | listening | Q: (nghe) 照相 | ✓ 照相 | options: 他們 / 午餐 / 在 / 照相
他們 學校在 山上 (easy) | listening | Q: (nghe) 照相 | ✓ 照相 | options: 他們 / 校園 / 照相 / 飽
他們 學校在 山上 (easy) | listening | Q: (nghe) 照相 | ✓ 照相 | options: 以後 / 校園 / 照相 / 飽
他們 學校在 山上 (easy) | listening | Q: (nghe) 照相 | ✓ 照相 | options: 做 / 做飯 / 回 / 照相
他們 學校在 山上 (easy) | listening | Q: (nghe) 照相 | ✓ 照相 | options: 做 / 做飯 / 校園 / 照相
他們 學校在 山上 (easy) | listening | Q: (nghe) 照相 | ✓ 照相 | options: 做飯 / 回 / 照相 / 風景
他們 學校在 山上 (easy) | listening | Q: (nghe) 照相 | ✓ 照相 | options: 做飯 / 家裡 / 照相 / 麵店
